policy_id,policyholder_name,property_address,zone_id,coastal_zone_flag,construction_type,year_built,coverage_type,total_insured_value,policy_start_date,annual_premium
GC-000174,Dennis Hunt,"1753 Edwards Cape Apt. 204, Hollow Bay, Belmara County",Z5,N,Masonry,2018,Homeowners,400800.0,2022-05-08,1218.43
GC-000175,Lauren Cortez,"35369 Victor Shoal Suite 477, Ridgeview, Belmara County",Z4,N,Frame,2010,Homeowners,287700.0,2023-11-29,1058.74
GC-000176,Nicholas Bell,"872 Alexandria Villages, Port Alden, Belmara County",Z1,Y,Frame,2024,Homeowners,214700.0,2022-01-12,1224.65
GC-000177,Theresa Barnett,"2312 Jeffery Motorway, Hollow Bay, Belmara County",Z5,N,Frame,2023,Homeowners,226500.0,2021-01-03,833.52
GC-000178,Luke Estrada,"700 Smith Pines Suite 840, Cape Verrin, Belmara County",Z3,Y,Frame,1996,Homeowners,385600.0,2022-03-08,2287.44
GC-000179,Melissa Jordan,"18233 Ochoa Grove, Port Alden, Belmara County",Z1,Y,Superior (Reinforced Concrete),1953,Homeowners,169900.0,2024-03-09,817.09
GC-000180,Angela Chung,"334 Desiree Walks Apt. 166, Millbrook, Belmara County",Z6,N,Masonry Veneer,2008,Commercial,433900.0,2024-09-04,1867.94
GC-000181,John Walsh,"76591 Jerry Ways, Millbrook, Belmara County",Z6,N,Masonry,1983,Commercial,1368800.0,2025-05-14,5821.97
GC-000182,Lacey Nelson,"489 Harry Vista, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,1999,Homeowners,228300.0,2024-02-05,1222.28
GC-000183,Tyrone Matthews,"42939 Rhodes Plains Suite 621, Port Alden, Belmara County",Z1,Y,Frame,1997,Homeowners,217200.0,2025-12-02,1283.51
GC-000184,Valerie Brown,"15999 Novak Islands Apt. 477, Ridgeview, Belmara County",Z4,N,Frame,2024,Homeowners,343600.0,2026-03-30,1264.45
GC-000185,Juan Bennett,"961 Yates Station, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,1973,Homeowners,343900.0,2023-02-20,2027.45
GC-000186,Derrick James,"655 Christopher Inlet, Marsh Point, Belmara County",Z2,Y,Masonry,2015,Homeowners,599800.0,2025-06-29,2826.26
GC-000187,Philip Garcia,"67888 Garcia Corners, Marsh Point, Belmara County",Z2,Y,Frame,1977,Commercial,1068100.0,2021-06-19,8711.43
GC-000188,Brandon George,"0466 Jenny Points Apt. 982, Hollow Bay, Belmara County",Z5,N,Masonry,1987,Homeowners,294800.0,2023-09-02,964.3
GC-000189,Caroline Adams,"2126 Fisher Orchard Apt. 543, Port Alden, Belmara County",Z1,Y,Masonry,1988,Commercial,745200.0,2025-09-08,4822.88
GC-000190,Kathleen Jensen,"24065 Brock Isle Suite 569, Ridgeview, Belmara County",Z4,N,Frame,1999,Homeowners,464700.0,2021-12-15,1757.98
GC-000191,Frank Valentine,"5265 Navarro Roads, Millbrook, Belmara County",Z6,N,Masonry,2008,Commercial,3649600.0,2024-08-05,14215.19
GC-000192,Kenneth Sanchez MD,"1939 Erin Plaza Apt. 737, Millbrook, Belmara County",Z6,N,Masonry Veneer,2013,Commercial,1401400.0,2025-09-01,6033.03
GC-000193,Sandra Jones,"724 Johnny Drives Suite 617, Marsh Point, Belmara County",Z2,Y,Frame,1971,Commercial,1554400.0,2022-07-11,12950.34
GC-000194,Karen Morales DDS,"058 Daniel Gateway Suite 290, Millbrook, Belmara County",Z6,N,Frame,1997,Homeowners,300000.0,2025-08-21,1143.74
GC-000195,Maria Lucas,"1014 William Path Apt. 756, Millbrook, Belmara County",Z6,N,Frame,2023,Homeowners,325800.0,2026-06-09,1198.94
GC-000196,Michael Vaughn,"0714 Knapp Corner, Marsh Point, Belmara County",Z2,Y,Masonry,1988,Homeowners,293000.0,2022-12-01,1480.02
GC-000197,Todd Thomas,"7387 Alvarez Mill Suite 514, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1980,Homeowners,212900.0,2024-06-10,1224.1
GC-000198,Michael Johnson,"123 Andrea Isle Suite 736, Millbrook, Belmara County",Z6,N,Frame,2009,Homeowners,305100.0,2024-05-04,1122.77
GC-000199,Charlotte Sandoval,"93796 Smith Forest Apt. 419, Port Alden, Belmara County",Z1,Y,Masonry Veneer,2001,Homeowners,425200.0,2021-01-22,2258.73
GC-000200,Shane Lopez,"71478 Harper Ridge Suite 915, Ridgeview, Belmara County",Z4,N,Frame,2005,Homeowners,226200.0,2023-06-26,835.75
GC-000201,Jimmy Thompson,"912 Wilson Inlet Apt. 252, Hollow Bay, Belmara County",Z5,N,Frame,1991,Homeowners,383500.0,2025-02-14,1495.96
GC-000202,Jennifer Taylor,"2782 Tracy Dam Apt. 579, Marsh Point, Belmara County",Z2,Y,Superior (Reinforced Concrete),1961,Homeowners,112000.0,2023-06-06,524.41
GC-000203,Ian Smith,"68876 Perry Ville, Hollow Bay, Belmara County",Z5,N,Frame,2006,Homeowners,359600.0,2025-01-22,1323.33
GC-000204,Christopher Cunningham,"0438 Jackson Mount, Marsh Point, Belmara County",Z2,Y,Superior (Reinforced Concrete),1983,Commercial,546800.0,2023-05-19,3035.68
GC-000205,Patricia Simpson,"148 Weaver Throughway, Ridgeview, Belmara County",Z4,N,Frame,2013,Homeowners,258700.0,2026-06-04,952.02
GC-000206,Nathan Payne,"34074 Atkins Corners Suite 133, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1997,Homeowners,581100.0,2025-04-12,3135.32
GC-000207,Leah Bell,"92330 Patel Ranch Apt. 544, Millbrook, Belmara County",Z6,N,Frame,2005,Homeowners,341800.0,2025-09-06,1262.86
GC-000208,Tiffany Robertson,"60422 Dustin Islands, Cape Verrin, Belmara County",Z3,Y,Frame,1976,Commercial,1909500.0,2022-01-13,15629.72
GC-000209,Pam Lowe,"94667 Cynthia Trafficway Apt. 684, Ridgeview, Belmara County",Z4,N,Masonry Veneer,1984,Homeowners,276300.0,2024-06-13,1010.06
GC-000210,Sherry Gibson,"9017 Horn Underpass Suite 363, Marsh Point, Belmara County",Z2,Y,Masonry,1977,Homeowners,232100.0,2022-05-16,1220.52
GC-000211,Frank Campbell MD,"750 Cory Tunnel, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,1979,Homeowners,127600.0,2021-10-01,736.31
GC-000212,Alexis Noble,"7063 Nicole Hollow, Ridgeview, Belmara County",Z4,N,Frame,2018,Commercial,1698500.0,2024-12-19,8008.43
GC-000213,Timothy Hill,"1520 Garrett Stream Apt. 611, Port Alden, Belmara County",Z1,Y,Masonry,1983,Commercial,854300.0,2025-08-23,5632.12
GC-000214,John Anderson,"700 Montoya Wall, Port Alden, Belmara County",Z1,Y,Masonry,1977,Homeowners,174300.0,2021-08-30,916.57
GC-000215,Carlos Jones,"11554 Patrick Via Apt. 218, Marsh Point, Belmara County",Z2,Y,Masonry,1983,Homeowners,211800.0,2021-04-26,1089.82
GC-000216,Lisa Martin,"326 Heath Corners Apt. 219, Marsh Point, Belmara County",Z2,Y,Frame,2004,Homeowners,355800.0,2022-03-04,2045.72
GC-000217,Heather Jordan,"41389 Maxwell Spurs, Port Alden, Belmara County",Z1,Y,Masonry,2020,Commercial,1348800.0,2025-09-10,8143.04
GC-000218,Ryan Liu,"983 Phillips Center, Ridgeview, Belmara County",Z4,N,Masonry Veneer,1994,Homeowners,777300.0,2021-07-27,2737.09
GC-000219,Rebecca Allen,"37918 Valerie Island Apt. 696, Cape Verrin, Belmara County",Z3,Y,Masonry Veneer,2024,Homeowners,211200.0,2023-05-24,1099.93
GC-000220,Michael Farmer,"91043 Sandra Turnpike, Cape Verrin, Belmara County",Z3,Y,Masonry,2019,Homeowners,443100.0,2024-06-20,2087.89
GC-000221,Dustin Marquez,"6188 Joshua Inlet Apt. 832, Port Alden, Belmara County",Z1,Y,Superior (Reinforced Concrete),1969,Homeowners,225900.0,2022-11-26,1029.03
GC-000222,Jeanette Walters,"6303 Sandy Crescent, Port Alden, Belmara County",Z1,Y,Frame,1997,Homeowners,121900.0,2023-07-13,720.35
GC-000223,Lee Parker,"02027 Mills Tunnel, Port Alden, Belmara County",Z1,Y,Masonry,1983,Commercial,399900.0,2021-06-08,2636.41
GC-000224,Deanna Watson,"105 Nelson Circles Suite 917, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,2012,Homeowners,387800.0,2023-08-14,2019.66
GC-000225,Ian Porter,"2419 Jeremy Pass, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1959,Homeowners,653900.0,2025-03-16,4045.75
GC-000226,Scott Smith,"5622 Angela Station, Ridgeview, Belmara County",Z4,N,Masonry,2008,Commercial,2148200.0,2021-07-05,8367.24
GC-000227,Jennifer Morris,"541 Wilson Spring Apt. 238, Millbrook, Belmara County",Z6,N,Frame,2022,Homeowners,503700.0,2023-05-17,1853.62
GC-000228,Dr. Andrea Marshall,"5187 Miguel Highway Suite 937, Hollow Bay, Belmara County",Z5,N,Frame,2024,Homeowners,482000.0,2021-01-02,1773.76
GC-000229,Wesley Cuevas,"832 Sarah Burg, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1958,Commercial,1055700.0,2025-07-05,8396.95
GC-000230,Gregory Franco,"0641 Alyssa Freeway, Cape Verrin, Belmara County",Z3,Y,Masonry,1975,Homeowners,316700.0,2026-02-24,1677.33
GC-000231,Tyrone Kaufman,"410 Phyllis Pike, Millbrook, Belmara County",Z6,N,Frame,1980,Homeowners,459300.0,2026-05-30,1866.01
GC-000232,Steven Ellis,"182 Jones Port, Marsh Point, Belmara County",Z2,Y,Frame,1995,Homeowners,248800.0,2022-08-15,1481.6
GC-000233,Matthew Anderson,"5655 Nelson Club Apt. 291, Cape Verrin, Belmara County",Z3,Y,Frame,1983,Homeowners,473600.0,2025-09-03,2949.94
GC-000234,Christopher Owens,"85374 Baker Crest Apt. 249, Millbrook, Belmara County",Z6,N,Frame,1980,Homeowners,149400.0,2022-11-18,606.97
GC-000235,Russell Murphy,"356 Erica Green, Ridgeview, Belmara County",Z4,N,Masonry,2005,Homeowners,337900.0,2025-10-09,1031.32
GC-000236,Carrie Crane,"831 Garcia Underpass Apt. 100, Cape Verrin, Belmara County",Z3,Y,Masonry,1982,Homeowners,233400.0,2023-10-22,1205.36
GC-000237,Vickie Anderson,"1994 Andrew Circles Apt. 721, Port Alden, Belmara County",Z1,Y,Masonry,1984,Homeowners,340600.0,2024-05-14,1746.14
GC-000238,Sandra Rivera,"0296 Crawford Light, Ridgeview, Belmara County",Z4,N,Frame,2024,Homeowners,257900.0,2021-08-05,949.07
GC-000239,Carrie Lewis,"4720 Deborah Parks, Ridgeview, Belmara County",Z4,N,Masonry Veneer,2014,Homeowners,90000.0,2024-12-22,302.4
GC-000240,Juan Brown,"2638 Crystal Unions Apt. 657, Cape Verrin, Belmara County",Z3,Y,Frame,1989,Homeowners,296800.0,2024-09-26,1808.07
GC-000241,Kari Durham,"4205 Anthony Valleys Suite 078, Port Alden, Belmara County",Z1,Y,Masonry,2007,Homeowners,263300.0,2025-12-31,1240.67
GC-000242,Kevin Hall,"33480 Barbara Union, Ridgeview, Belmara County",Z4,N,Superior (Reinforced Concrete),1998,Homeowners,278900.0,2025-04-11,736.83
GC-000243,Timothy Frey,"39559 Jade Knoll, Hollow Bay, Belmara County",Z5,N,Masonry,2016,Homeowners,464400.0,2025-08-05,1411.78
GC-000244,Kristy Hart,"8427 Christopher Fort, Marsh Point, Belmara County",Z2,Y,Masonry,1993,Commercial,692100.0,2026-06-13,4395.66
GC-000245,Alicia Woods,"325 Samantha Vista Suite 002, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,1983,Homeowners,227900.0,2025-06-22,1296.1
GC-000246,Sylvia Schroeder,"56915 Morris Estate Suite 752, Marsh Point, Belmara County",Z2,Y,Frame,2006,Homeowners,358400.0,2023-09-28,2044.31
GC-000247,Kristina Preston,"92644 Gregory Alley Suite 902, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,1961,Homeowners,193400.0,2022-12-26,1188.53
GC-000248,Tammy Ponce,"917 Mark Club, Marsh Point, Belmara County",Z2,Y,Frame,2016,Homeowners,197700.0,2025-02-05,1127.68
GC-000249,William Jackson,"570 Clark Square, Cape Verrin, Belmara County",Z3,Y,Masonry,1982,Homeowners,278000.0,2023-08-26,1435.69
GC-000250,David Rodriguez,"67626 Macias Keys, Ridgeview, Belmara County",Z4,N,Masonry,1966,Commercial,722300.0,2023-03-27,3263.5
GC-000251,Ashley Mendoza,"71040 Green Cove, Hollow Bay, Belmara County",Z5,N,Superior (Reinforced Concrete),2001,Homeowners,171800.0,2025-10-30,448.6
GC-000252,Christopher Bennett,"159 Bush Meadows, Ridgeview, Belmara County",Z4,N,Masonry Veneer,2008,Commercial,1815800.0,2023-10-02,7817.02
GC-000253,Carmen Preston,"15336 Guerrero Hills, Hollow Bay, Belmara County",Z5,N,Frame,2001,Homeowners,330900.0,2021-11-20,1242.07
GC-000254,Anthony Armstrong,"05061 Colon Road Suite 310, Millbrook, Belmara County",Z6,N,Frame,1999,Homeowners,189300.0,2025-05-07,716.13
GC-000255,Mark Rowland,"46774 Darlene Loaf Apt. 565, Ridgeview, Belmara County",Z4,N,Superior (Reinforced Concrete),2024,Homeowners,425500.0,2022-11-01,1089.28
GC-000256,Andrew Gonzales,"49021 Elizabeth Valley Suite 938, Ridgeview, Belmara County",Z4,N,Frame,1985,Homeowners,256700.0,2024-10-06,1024.01
GC-000257,James Mills,"374 Ralph Walk Apt. 898, Hollow Bay, Belmara County",Z5,N,Masonry Veneer,1991,Homeowners,193700.0,2022-03-21,689.88
GC-000258,Megan Oliver,"2233 Brad Common, Marsh Point, Belmara County",Z2,Y,Superior (Reinforced Concrete),2013,Homeowners,273300.0,2024-10-31,1084.45
GC-000259,Jessica Osborn DDS,"1168 Arnold Walks Suite 870, Cape Verrin, Belmara County",Z3,Y,Frame,2024,Homeowners,335500.0,2025-12-12,1913.69
GC-000260,Lisa Mills,"62299 Sara Port Apt. 485, Ridgeview, Belmara County",Z4,N,Frame,1981,Homeowners,210900.0,2021-02-19,853.72
GC-000261,Deborah Pena,"24629 Williams Isle Apt. 074, Ridgeview, Belmara County",Z4,N,Masonry Veneer,2015,Homeowners,358400.0,2023-09-20,1204.22
GC-000262,Alicia Roth,"4713 Kevin Summit Suite 546, Cape Verrin, Belmara County",Z3,Y,Frame,1997,Homeowners,242500.0,2022-10-23,1433.02
GC-000263,Ann Alexander,"785 Zachary Estate Apt. 486, Port Alden, Belmara County",Z1,Y,Frame,2010,Homeowners,557800.0,2022-10-12,3181.69
GC-000264,Samuel Suarez,"33030 Williams Lake, Marsh Point, Belmara County",Z2,Y,Masonry,2000,Homeowners,147100.0,2025-04-27,709.77
GC-000265,Denise Colon,"103 Burns Mission Apt. 798, Cape Verrin, Belmara County",Z3,Y,Masonry,1998,Homeowners,559000.0,2023-10-03,2718.3
GC-000266,Christopher Kline,"0602 Mercedes Rue, Marsh Point, Belmara County",Z2,Y,Masonry,1958,Homeowners,548000.0,2023-12-30,3077.95
GC-000267,Daniel Pearson,"072 Carolyn Branch, Marsh Point, Belmara County",Z2,Y,Frame,1974,Homeowners,286100.0,2025-04-12,1840.8
GC-000268,Lee Hahn,"6574 Steven Springs Suite 910, Ridgeview, Belmara County",Z4,N,Frame,2024,Homeowners,406600.0,2021-02-27,1496.29
GC-000269,Mary Bridges,"994 Cohen Orchard Apt. 545, Marsh Point, Belmara County",Z2,Y,Masonry,2018,Homeowners,336400.0,2024-07-11,1585.12
GC-000270,Debbie Dawson,"28309 Guerrero Springs Apt. 074, Cape Verrin, Belmara County",Z3,Y,Frame,1989,Homeowners,330600.0,2021-11-07,2013.97
GC-000271,Jason Price,"935 Gina Route, Cape Verrin, Belmara County",Z3,Y,Frame,2016,Homeowners,248000.0,2026-04-16,1414.59
GC-000272,Susan Powers,"82417 Joyce Stream Apt. 513, Millbrook, Belmara County",Z6,N,Masonry,1986,Commercial,918700.0,2022-09-22,3864.6
GC-000273,Patrick Parker,"4947 Thomas Way Apt. 738, Millbrook, Belmara County",Z6,N,Superior (Reinforced Concrete),2018,Homeowners,299400.0,2026-06-13,766.46
GC-000274,Michael Moreno,"22356 Thomas Wall Apt. 175, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,1993,Homeowners,429700.0,2025-03-04,2354.25
GC-000275,Cassandra Walters,"4329 Tracy Track, Ridgeview, Belmara County",Z4,N,Frame,1983,Homeowners,194100.0,2021-12-07,780.0
GC-000276,Beverly Hamilton,"6760 Amanda Street Suite 058, Marsh Point, Belmara County",Z2,Y,Frame,2011,Homeowners,286800.0,2025-08-17,1635.91
GC-000277,Michael Sims,"54216 Jackson View, Ridgeview, Belmara County",Z4,N,Masonry,1999,Commercial,1799600.0,2024-01-30,7205.71
GC-000278,Travis Bryant,"2575 Frederick Valleys Suite 033, Marsh Point, Belmara County",Z2,Y,Masonry,2003,Homeowners,107600.0,2024-03-27,513.1
GC-000279,Bonnie Gross,"50648 Brittney Causeway, Millbrook, Belmara County",Z6,N,Masonry Veneer,2008,Homeowners,362900.0,2021-03-14,1219.34
GC-000280,Martha Smith,"7618 Wells Drives, Marsh Point, Belmara County",Z2,Y,Frame,1980,Commercial,785200.0,2025-11-27,6335.24
GC-000281,Michael Smith,"184 Robert Cove Apt. 411, Millbrook, Belmara County",Z6,N,Masonry,1970,Homeowners,257400.0,2023-04-13,895.18
GC-000282,Mr. Richard Decker DVM,"642 Amy Fords Suite 530, Ridgeview, Belmara County",Z4,N,Masonry Veneer,2000,Homeowners,162600.0,2023-11-15,559.45
GC-000283,Brandon Rodriguez,"18114 Stephen Hill Suite 701, Ridgeview, Belmara County",Z4,N,Frame,2014,Homeowners,90000.0,2024-04-11,331.2
GC-000284,Shelly Phelps,"561 Melissa Cape Apt. 225, Cape Verrin, Belmara County",Z3,Y,Superior (Reinforced Concrete),1955,Homeowners,215000.0,2025-08-09,1027.16
GC-000285,Jeffrey Howell,"5216 Rivers Groves, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,1958,Homeowners,478200.0,2025-03-21,2968.63
GC-000286,Melissa Mendoza,"212 Tina Vista Apt. 169, Hollow Bay, Belmara County",Z5,N,Masonry,2002,Commercial,888900.0,2021-03-24,3517.66
GC-000287,Mr. Jeffrey Carr,"027 Rodriguez Loop Suite 014, Port Alden, Belmara County",Z1,Y,Frame,1975,Homeowners,403900.0,2022-02-04,2589.52
GC-000288,Alexandria Oneill,"588 Ryan Stream, Port Alden, Belmara County",Z1,Y,Masonry,1960,Homeowners,413800.0,2021-05-04,2308.59
GC-000289,Gregory Rhodes,"89002 Christian Ways Apt. 175, Hollow Bay, Belmara County",Z5,N,Masonry,1993,Homeowners,492600.0,2022-04-28,1575.37
GC-000290,Wayne Williams,"663 Stephen Unions, Marsh Point, Belmara County",Z2,Y,Frame,1997,Homeowners,388000.0,2022-05-25,2292.83
GC-000291,Anita Jimenez,"70166 Angela Alley Apt. 994, Marsh Point, Belmara County",Z2,Y,Frame,2012,Homeowners,240100.0,2025-02-03,1369.53
GC-000292,Kristina Pena,"5037 Castro River Suite 571, Port Alden, Belmara County",Z1,Y,Masonry,1970,Homeowners,278500.0,2022-12-04,1501.26
GC-000293,Matthew Smith,"488 Park Cape Apt. 726, Cape Verrin, Belmara County",Z3,Y,Frame,1980,Homeowners,356000.0,2024-06-04,2241.81
GC-000294,Levi Lopez,"73516 Sara Villages Apt. 779, Marsh Point, Belmara County",Z2,Y,Frame,2014,Commercial,959700.0,2021-04-15,7013.73
GC-000295,Brandy Porter,"697 Heather Extensions, Port Alden, Belmara County",Z1,Y,Masonry,1984,Commercial,866400.0,2026-06-03,5690.97
GC-000296,Betty Hughes,"669 Joshua Junctions Suite 722, Hollow Bay, Belmara County",Z5,N,Masonry Veneer,1963,Homeowners,270800.0,2023-08-03,1066.39
GC-000297,Michael Goodman,"858 James Road Suite 522, Ridgeview, Belmara County",Z4,N,Frame,1982,Homeowners,289600.0,2022-03-25,1168.04
GC-000298,Melissa Morris,"8799 Craig Ville, Cape Verrin, Belmara County",Z3,Y,Frame,2007,Homeowners,359200.0,2023-11-07,2048.88
GC-000299,Sherry Henderson,"106 Brian Centers, Millbrook, Belmara County",Z6,N,Masonry,1979,Homeowners,187600.0,2022-02-03,631.9
GC-000300,Paul Martin,"420 Harris Plains Apt. 571, Millbrook, Belmara County",Z6,N,Masonry Veneer,1983,Homeowners,133600.0,2024-10-07,490.19
GC-000301,Megan Hoffman,"863 Schwartz Causeway, Port Alden, Belmara County",Z1,Y,Frame,1988,Commercial,654200.0,2025-07-30,5125.29
GC-000302,Jasmine Frye,"004 Christine Tunnel Suite 359, Hollow Bay, Belmara County",Z5,N,Masonry,1981,Homeowners,228400.0,2024-11-06,763.77
GC-000303,Lindsey Parsons,"7212 Jill Crest, Marsh Point, Belmara County",Z2,Y,Frame,1987,Commercial,1535800.0,2025-12-07,12077.04
GC-000304,Jeffrey Hawkins,"94057 Bill Islands, Hollow Bay, Belmara County",Z5,N,Frame,2000,Homeowners,315800.0,2021-12-17,1190.04
GC-000305,Patricia Garrett,"9851 Fox Ferry Apt. 826, Cape Verrin, Belmara County",Z3,Y,Masonry,1992,Homeowners,192600.0,2022-05-03,958.35
GC-000306,Jennifer Bailey,"555 Robinson Terrace, Cape Verrin, Belmara County",Z3,Y,Frame,1998,Homeowners,300100.0,2025-10-15,1766.55
GC-000307,Karen Hoffman,"57399 Susan Springs, Ridgeview, Belmara County",Z4,N,Masonry,1981,Commercial,2150700.0,2023-02-19,9214.67
GC-000308,Jane Hogan,"4840 Robertson Pass, Millbrook, Belmara County",Z6,N,Frame,1996,Commercial,2854500.0,2024-10-15,13997.33
GC-000309,Andrew Villanueva,"8112 Courtney Fords, Cape Verrin, Belmara County",Z3,Y,Frame,1985,Homeowners,242100.0,2024-09-30,1496.94
GC-000310,Patricia Hancock,"38612 Stephen Isle Apt. 110, Millbrook, Belmara County",Z6,N,Frame,1998,Homeowners,272100.0,2021-10-10,1033.37
GC-000311,David Jones,"6676 Stewart Loaf, Millbrook, Belmara County",Z6,N,Masonry,1993,Homeowners,190100.0,2022-02-25,607.96
GC-000312,Kimberly May,"901 Reilly Coves, Cape Verrin, Belmara County",Z3,Y,Masonry,1998,Homeowners,134700.0,2026-01-05,655.02
GC-000313,Michael Obrien,"6607 Amanda Dale Suite 842, Cape Verrin, Belmara County",Z3,Y,Masonry Veneer,1966,Homeowners,255800.0,2025-05-27,1545.36
GC-000314,Stephen Sanford,"88210 Ashley Lock Apt. 435, Marsh Point, Belmara County",Z2,Y,Masonry,2011,Homeowners,236200.0,2023-10-31,1112.97
GC-000315,Taylor York,"23943 Howard Union, Hollow Bay, Belmara County",Z5,N,Masonry Veneer,2023,Homeowners,419600.0,2024-11-17,1409.86
GC-000316,Amy Potter,"814 John Flat Suite 552, Cape Verrin, Belmara County",Z3,Y,Frame,1973,Commercial,1605500.0,2024-11-01,13282.2
GC-000317,Cynthia Mitchell,"57759 Steele Drives, Ridgeview, Belmara County",Z4,N,Masonry Veneer,1998,Homeowners,471300.0,2022-11-29,1634.24
GC-000318,Holly Stewart,"05336 Larsen Dale Suite 777, Marsh Point, Belmara County",Z2,Y,Frame,1998,Homeowners,325200.0,2026-01-03,1914.3
GC-000319,Eric Arnold,"914 Patricia Flat, Ridgeview, Belmara County",Z4,N,Frame,1994,Homeowners,237300.0,2021-09-30,915.18
GC-000320,Stephen Jones,"80996 Rebecca Plaza, Cape Verrin, Belmara County",Z3,Y,Masonry,1977,Homeowners,304800.0,2023-12-15,1602.82
GC-000321,Steven Fernandez,"6394 Steven Pass, Ridgeview, Belmara County",Z4,N,Frame,2024,Homeowners,244700.0,2024-04-26,900.5
GC-000322,Jack Smith,"282 Moore Port, Hollow Bay, Belmara County",Z5,N,Masonry,2016,Homeowners,214800.0,2023-07-16,652.99
GC-000323,Mary Faulkner,"0373 Joseph Fort Apt. 385, Hollow Bay, Belmara County",Z5,N,Masonry,1986,Homeowners,248400.0,2022-04-26,815.55
GC-000324,Thomas Keith,"518 Davenport Greens, Port Alden, Belmara County",Z1,Y,Frame,2015,Commercial,1588800.0,2023-10-17,11611.35
GC-000325,Laura Bennett,"9184 Kaufman Fork Suite 557, Marsh Point, Belmara County",Z2,Y,Frame,1986,Homeowners,732200.0,2022-02-03,4510.59
GC-000326,Stacy Smith,"2318 Lewis Ferry, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,2009,Homeowners,125000.0,2025-03-09,651.0
GC-000327,Lance Montoya,"5177 Clark Estates, Cape Verrin, Belmara County",Z3,Y,Superior (Reinforced Concrete),1997,Homeowners,197000.0,2025-07-12,809.84
GC-000328,Jennifer Sanchez,"922 Patricia Drive, Marsh Point, Belmara County",Z2,Y,Masonry,1993,Homeowners,265100.0,2024-08-18,1314.11
